topic_id,method,date,forecast,lower,upper,mae,rmse,mape,smape,r2,forecast_pct
7,Ensemble,2027-01-01,0.009411492586557647,-0.013956342566532023,0.03277932773964731,0.00353,0.00409,,,,0.9411492586557647
8,Ensemble,2026-08-01,0.003983775396410963,-0.008210957220763296,0.016178508246415868,0.00146,0.00149,,,,0.39837753964109635
8,Ensemble,2026-09-01,0.0038601076328648536,-0.01323090268188436,0.02095111818044471,0.00146,0.00149,,,,0.38601076328648537
8,Ensemble,2026-10-01,0.0037894405057175367,-0.017058616157792316,0.024637497169227387,0.00146,0.00149,,,,0.3789440505717537
8,Ensemble,2026-11-01,0.0036756843426717727,-0.02033970874350857,0.02769107719602147,0.00146,0.00149,,,,0.3675684342671773
8,Ensemble,2026-12-01,0.003598961756144306,-0.023206910751978074,0.030404834031436047,0.00146,0.00149,,,,0.3598961756144306
8,Ensemble,2027-01-01,0.0035362171573085992,-0.025792441478669752,0.032864875909702274,0.00146,0.00149,,,,0.35362171573085993
9,Ensemble,2026-08-01,0.006576777456870215,0.005201519451229338,0.007952035928172379,0.0016,0.0017,,,,0.6576777456870215
9,Ensemble,2026-09-01,0.005960962719140924,0.0040909738026000605,0.0078309511700205,0.0016,0.0017,,,,0.5960962719140924
9,Ensemble,2026-10-01,0.005461029166332732,0.003146516082951392,0.007775542249714072,0.0016,0.0017,,,,0.5461029166332733
9,Ensemble,2026-11-01,0.005233743979371056,0.002853850401415589,0.007613638022987812,0.0016,0.0017,,,,0.5233743979371056
9,Ensemble,2026-12-01,0.005126260395922127,0.0027136298949798823,0.007538890431203086,0.0016,0.0017,,,,0.5126260395922128
9,Ensemble,2027-01-01,0.005058333129842532,0.0026370749554385517,0.007479590838585223,0.0016,0.0017,,,,0.5058333129842532
10,Ensemble,2026-08-01,0.007242658773125113,-0.0003094543545553597,0.014794772308259214,0.00374,0.00416,,,,0.7242658773125114
10,Ensemble,2026-09-01,0.007347759246600547,-0.002665585886586454,0.017361104525306703,0.00374,0.00416,,,,0.7347759246600547
10,Ensemble,2026-10-01,0.008018357413624482,-0.003988943355703863,0.020025658357575804,0.00374,0.00416,,,,0.8018357413624482
10,Ensemble,2026-11-01,0.008289730547445091,-0.0040740507106058164,0.020653511325282797,0.00374,0.00416,,,,0.8289730547445091
10,Ensemble,2026-12-01,0.008234405795561346,-0.004208977386112281,0.02067778884626774,0.00374,0.00416,,,,0.8234405795561346
10,Ensemble,2027-01-01,0.008219884148316654,-0.00430236676225202,0.020742135611858108,0.00374,0.00416,,,,0.8219884148316654
11,Ensemble,2026-08-01,0.011666833969219512,0.008595086764888162,0.014738580707889573,0.00744,0.00774,,,,1.1666833969219512
